Report Year,Colony Name,Colony Type,Species,Number
2015,Eagle Bay Trail,Marsh Island,Cattle Egret,650
2015,Gator Farm,Off-Lake Island,Snowy Egret,125
2015,Gator Farm,Off-Lake Island,Great Egret,160
2015,Gator Farm,Off-Lake Island,Cattle Egret,200
2015,Indian Prairie East,Marsh Island,Great Blue Heron,2
2015,Indian Prairie East,Marsh Island,Snowy Egret,15
2015,Indian Prairie East,Marsh Island,Great Egret,250
2015,Indian Prairie East,Marsh Island,Cattle Egret,290
2015,Lakeport Marina,Off-Lake Island,Tricolored Heron,10
2015,Lakeport Marina,Off-Lake Island,Great Blue Heron,26
2015,Lakeport Marina,Off-Lake Island,Great Egret,85
2015,Lakeport Marina,Off-Lake Island,Cattle Egret,220
2015,Liberty Point 2,Marsh Island,Great Blue Heron,1
2015,Liberty Point 2,Marsh Island,Little Blue Heron,12
2015,Liberty Point 2,Marsh Island,Anhinga,15
2015,Liberty Point 2,Marsh Island,Glossy Ibis,100
2015,Liberty Point 2,Marsh Island,Tricolored Heron,100
2015,Liberty Point 2,Marsh Island,Great Egret,650
2015,Liberty Point 2,Marsh Island,Snowy Egret,750
2015,Liberty Point 2,Marsh Island,White Ibis,1200
2015,Little Bear Beach,Spoil Island,Roseate Spoonbill,1
2015,Little Bear Beach,Spoil Island,Little Blue Heron,3
2015,Little Bear Beach,Spoil Island,Tricolored Heron,30
2015,Little Bear Beach,Spoil Island,Great Egret,50
2015,Little Bear Beach,Spoil Island,Snowy Egret,60
2015,Moore Haven,Marsh Island,Little Blue Heron,1
2015,Moore Haven,Marsh Island,Glossy Ibis,5
2015,Moore Haven,Marsh Island,Tricolored Heron,53
2015,Moore Haven,Marsh Island,White Ibis,80
2015,Moore Haven,Marsh Island,Great Egret,155
2015,Moore Haven,Marsh Island,Snowy Egret,160
2015,Moore Haven East 4,Marsh Island,Great Egret,5
2014,Clewiston Mid,Spoil Island,Snowy Egret,75
2014,Clewiston Mid,Spoil Island,Tricolored Heron,75
2014,Clewiston Mid,Spoil Island,Glossy Ibis,NA
2014,Clewiston Out,Spoil Island,Snowy Egret,30
2014,Clewiston Out,Spoil Island,Great Egret,50
2014,Clewiston Out,Spoil Island,Great Blue Heron,NA
2014,Clewiston Spit,Spoil Island,Snowy Egret,118
2014,Clewiston Spit,Spoil Island,Great Egret,200
2014,Clewiston Spit,Spoil Island,Glossy Ibis,NA
2014,Clewiston Spit,Spoil Island,Great Blue Heron,NA
2014,Eagle Bay East,Marsh Island,Great Blue Heron,2
2014,Eagle Bay East,Marsh Island,Little Blue Heron,50
2014,Eagle Bay East,Marsh Island,Tricolored Heron,50
2014,Eagle Bay East,Marsh Island,Glossy Ibis,100
2014,Eagle Bay East,Marsh Island,Cattle Egret,200
2014,Eagle Bay East,Marsh Island,White Ibis,200
2014,Eagle Bay East,Marsh Island,Snowy Egret,250
2014,Eagle Bay East,Marsh Island,Roseate Spoonbill,NA
2014,Eagle Bay East,Marsh Island,Wood Stork,NA
2014,Gator Farm,Off-Lake Island,Great Egret,300
2014,Gator Farm,Off-Lake Island,Cattle Egret,400
2014,Indian Prairie 1,Marsh Island,Great Egret,20
2014,Indian Prairie 1,Marsh Island,Roseate Spoonbill,NA
2014,Lakeport Marina,Off-Lake Island,Great Egret,100
2014,Lakeport Marina,Off-Lake Island,Cattle Egret,300
2014,Lakeport Marina,Off-Lake Island,Anhinga,NA
2014,Liberty Point 2,Marsh Island,Great Blue Heron,25
2014,Liberty Point 2,Marsh Island,Tricolored Heron,75
2014,Liberty Point 2,Marsh Island,Snowy Egret,100
2014,Liberty Point 2,Marsh Island,White Ibis,100
2014,Liberty Point 2,Marsh Island,Great Egret,550
2014,Liberty Point 2,Marsh Island,Roseate Spoonbill,NA
2014,Liberty Point 2,Marsh Island,Wood Stork,NA
2014,Little Bear Beach,Spoil Island,Tricolored Heron,35
2014,Little Bear Beach,Spoil Island,Great Egret,50
2014,Little Bear Beach,Spoil Island,Snowy Egret,150
2014,Moore Haven,Marsh Island,White Ibis,25
2014,Moore Haven,Marsh Island,Great Egret,50
2014,Moore Haven,Marsh Island,Little Blue Heron,50
2014,Moore Haven East 4,Marsh Island,Glossy Ibis,25
2014,Moore Haven East 4,Marsh Island,Great Blue Heron,25
2014,Moore Haven East 4,Marsh Island,Tricolored Heron,50
2014,Moore Haven East 4,Marsh Island,White Ibis,50
2014,Moore Haven East 4,Marsh Island,Great Egret,100
2014,Moore Haven East 4,Marsh Island,Snowy Egret,100
2014,Moore Haven East 4,Marsh Island,Roseate Spoonbill,NA
2013,Clewiston Mid,Spoil Island,Snowy Egret,25
2013,Clewiston Out,Spoil Island,Great Egret,17
2013,Clewiston Out,Spoil Island,Snowy Egret,26
2013,Clewiston Out,Spoil Island,Tricolored Heron,39
2013,Clewiston Spit,Spoil Island,Great Blue Heron,1
2013,Clewiston Spit,Spoil Island,Great Egret,50
2013,Clewiston Spit,Spoil Island,Snowy Egret,50
2013,Eagle Bay East,Marsh Island,Great Blue Heron,10
2013,Eagle Bay East,Marsh Island,Great Egret,25
2013,Eagle Bay East,Marsh Island,Tricolored Heron,100
2013,Eagle Bay East,Marsh Island,Glossy Ibis,200
2013,Eagle Bay East,Marsh Island,Snowy Egret,300
2013,Eagle Bay East,Marsh Island,White Ibis,400
2013,Eagle Bay East,Marsh Island,Cattle Egret,800
2013,Eagle Bay Trail,Marsh Island,Great Blue Heron,1
2013,Eagle Bay Trail,Marsh Island,Tricolored Heron,20
2013,Eagle Bay Trail,Marsh Island,Snowy Egret,25
2013,Eagle Bay Trail,Marsh Island,Cattle Egret,200
2013,Gator Farm,Off-Lake Island,Great Egret,150
2013,Gator Farm,Off-Lake Island,Cattle Egret,350
2013,Gator Farm,Off-Lake Island,Snowy Egret,350
2013,Indian Prairie 1,Marsh Island,Anhinga,10
2013,Lakeport Marina,Off-Lake Island,Great Blue Heron,1
2013,Lakeport Marina,Off-Lake Island,Little Blue Heron,1
2013,Lakeport Marina,Off-Lake Island,Anhinga,3
2013,Lakeport Marina,Off-Lake Island,Tricolored Heron,5
2013,Lakeport Marina,Off-Lake Island,Great Egret,200
2013,Lakeport Marina,Off-Lake Island,Snowy Egret,200
2013,Lakeport Marina,Off-Lake Island,Cattle Egret,500
2013,Liberty Point 2,Marsh Island,Great Blue Heron,3
2013,Liberty Point 2,Marsh Island,Anhinga,20
2013,Liberty Point 2,Marsh Island,Glossy Ibis,100
2013,Liberty Point 2,Marsh Island,Tricolored Heron,200
2013,Liberty Point 2,Marsh Island,Little Blue Heron,400
2013,Liberty Point 2,Marsh Island,Great Egret,750
2013,Liberty Point 2,Marsh Island,Snowy Egret,925
2013,Liberty Point 2,Marsh Island,White Ibis,1050
2013,Little Bear Beach,Spoil Island,Great Egret,50
2013,Little Bear Beach,Spoil Island,Tricolored Heron,75
2013,Little Bear Beach,Spoil Island,Snowy Egret,200
2013,Moore Haven,Marsh Island,Snowy Egret,10
2013,Moore Haven,Marsh Island,Great Egret,50
2013,Moore Haven,Marsh Island,White Ibis,50
2013,Moore Haven East 4,Marsh Island,Roseate Spoonbill,2
2013,Moore Haven East 4,Marsh Island,Anhinga,25
2013,Moore Haven East 4,Marsh Island,Glossy Ibis,100
2013,Moore Haven East 4,Marsh Island,Great Egret,300
2013,Moore Haven East 4,Marsh Island,Tricolored Heron,300
2013,Moore Haven East 4,Marsh Island,Snowy Egret,800
2013,Moore Haven East 4,Marsh Island,White Ibis,900
2012,Bird Island,Spoil Island,Tricolored Heron,2
2012,Bird Island,Spoil Island,Snowy Egret,3
2012,Bird Island,Spoil Island,Great Blue Heron,4
2012,Clewiston Channel,Spoil Island,Great Egret,15
2012,Clewiston Channel,Spoil Island,Tricolored Heron,65
2012,Clewiston Channel,Spoil Island,Snowy Egret,70
2012,Clewiston Mid,Spoil Island,Tricolored Heron,10
2012,Clewiston Mid,Spoil Island,Snowy Egret,25
2012,Clewiston Out,Spoil Island,Great Egret,30
2012,Clewiston Out,Spoil Island,Snowy Egret,120
2012,Clewiston Out,Spoil Island,Tricolored Heron,180
2012,Clewiston Spit,Spoil Island,Great Blue Heron,1
2012,Clewiston Spit,Spoil Island,Great Egret,25
2012,Dynamite Hole,Marsh Island,Great Blue Heron,12
2012,Eagle Bay East,Marsh Island,Little Blue Heron,2
2012,Eagle Bay East,Marsh Island,Anhinga,5
2012,Eagle Bay East,Marsh Island,Great Blue Heron,15
2012,Eagle Bay East,Marsh Island,Tricolored Heron,50
2012,Eagle Bay East,Marsh Island,Snowy Egret,600
2012,Eagle Bay East,Marsh Island,Glossy Ibis,800
2012,Eagle Bay East,Marsh Island,White Ibis,900
2012,Eagle Bay East,Marsh Island,Cattle Egret,1000
2012,Eagle Bay Trail,Marsh Island,Great Blue Heron,2
2012,Eagle Bay Trail,Marsh Island,Snowy Egret,45
2012,Eagle Bay Trail,Marsh Island,Tricolored Heron,45
2012,Eagle Bay Trail,Marsh Island,Cattle Egret,100
2012,Gator Farm,Off-Lake Island,Great Egret,130
2012,Gator Farm,Off-Lake Island,Snowy Egret,250
2012,Gator Farm,Off-Lake Island,Cattle Egret,400
2012,Indian Prairie 1,Marsh Island,Anhinga,15
2012,Lakeport Marina,Off-Lake Island,Great Blue Heron,1
2012,Lakeport Marina,Off-Lake Island,Little Blue Heron,1
2012,Lakeport Marina,Off-Lake Island,Tricolored Heron,12
2012,Lakeport Marina,Off-Lake Island,Snowy Egret,50
2012,Lakeport Marina,Off-Lake Island,Great Egret,100
2012,Lakeport Marina,Off-Lake Island,Cattle Egret,600
2012,Little Bear Beach,Spoil Island,Great Egret,25
2012,Little Bear Beach,Spoil Island,Tricolored Heron,75
2012,Little Bear Beach,Spoil Island,Snowy Egret,225
2012,Moonshine 1,Marsh Island,Great Blue Heron,1
2012,Moonshine 1,Marsh Island,Great Egret,10
2012,Moonshine 1,Marsh Island,Snowy Egret,10
2012,Moonshine 3,Marsh Island,Great Egret,5
2012,Moonshine 3,Marsh Island,Snowy Egret,10
2012,Moonshine 4,Marsh Island,Great Blue Heron,7
2012,Taylor Creek,Off-Lake Island,Roseate Spoonbill,1
2012,Taylor Creek,Off-Lake Island,Anhinga,10
2012,Taylor Creek,Off-Lake Island,Great Blue Heron,50
2012,Taylor Creek,Off-Lake Island,Great Egret,250
2011,Bird Island,Spoil Island,Great Egret,6
2011,Bird Island,Spoil Island,Great Blue Heron,4
2011,Bird Island,Spoil Island,Snowy Egret,250
2011,Bird Island,Spoil Island,Tricolored Heron,20
2011,Buckhead Ridge,Off-Lake Island,Cattle Egret,125
2011,Clewiston Channel,Spoil Island,Great Egret,35
2011,Clewiston Channel,Spoil Island,Snowy Egret,120
2011,Clewiston Channel,Spoil Island,Tricolored Heron,12
2011,Clewiston Spit,Spoil Island,Great Egret,39
2011,Clewiston Spit,Spoil Island,Great Blue Heron,1
2011,Clewiston Trail,Spoil Island,Snowy Egret,25
2011,Clewiston Trail,Spoil Island,Tricolored Heron,75
2011,Eagle Bay East,Marsh Island,Great Blue Heron,8
2011,Eagle Bay East,Marsh Island,White Ibis,1000
2011,Eagle Bay East,Marsh Island,Snowy Egret,2500
2011,Eagle Bay East,Marsh Island,Little Blue Heron,10
2011,Eagle Bay East,Marsh Island,Tricolored Heron,500
2011,Eagle Bay East,Marsh Island,Glossy Ibis,500
2011,Eagle Bay East,Marsh Island,Cattle Egret,100
2011,Eagle Bay Trail,Marsh Island,Great Blue Heron,2
2011,Eagle Bay Trail,Marsh Island,Snowy Egret,10
2011,Eagle Bay Trail,Marsh Island,Tricolored Heron,250
2011,Gator Farm,Off-Lake Island,Great Egret,65
2011,Gator Farm,Off-Lake Island,Snowy Egret,10
2011,Gator Farm,Off-Lake Island,Cattle Egret,300
2011,Lakeport Marina,Off-Lake Island,Great Egret,50
2011,Lakeport Marina,Off-Lake Island,Snowy Egret,100
2011,Lakeport Marina,Off-Lake Island,Little Blue Heron,2
2011,Lakeport Marina,Off-Lake Island,Tricolored Heron,10
2011,Lakeport Marina,Off-Lake Island,Cattle Egret,1000
2011,Moonshine 3,Marsh Island,Great Blue Heron,3
2011,Ritta Island New,Marsh Island,Great Blue Heron,4
2011,Rock Islands,Spoil Island,Great Egret,10
2011,Rock Islands,Spoil Island,Great Blue Heron,4
2011,Rock Islands,Spoil Island,Snowy Egret,20
2010,Clewiston Spit 1,Spoil Island,Great Egret,30
2010,Eagle Bay East,Marsh Island,Great Blue Heron,1
2010,Eagle Bay East,Marsh Island,Snowy Egret,1000
2010,Eagle Bay East,Marsh Island,Little Blue Heron,10
2010,Eagle Bay East,Marsh Island,Tricolored Heron,250
2010,Eagle Bay East,Marsh Island,Cattle Egret,100
2010,Eagle Bay Trail,Marsh Island,Great Blue Heron,3
2010,Eagle Bay Trail,Marsh Island,Snowy Egret,200
2010,Eagle Bay Trail,Marsh Island,Little Blue Heron,20
2010,Eagle Bay Trail,Marsh Island,Tricolored Heron,200
2010,Eagle Bay Trail,Marsh Island,Cattle Egret,300
2010,Eagle Bay Trail,Marsh Island,Anhinga,15
2010,Gator Farm,Off-Lake Island,Great Egret,80
2010,Gator Farm,Off-Lake Island,Snowy Egret,115
2010,Gator Farm,Off-Lake Island,Wood Stork,7
2010,Gator Farm,Off-Lake Island,Cattle Egret,250
2010,Indian Prairie South,Marsh Island,Great Blue Heron,4
2010,Indian Prairie South,Marsh Island,Anhinga,5
2010,Lakeport Marina,Off-Lake Island,Great Egret,25
2010,Lakeport Marina,Off-Lake Island,Snowy Egret,50
2010,Lakeport Marina,Off-Lake Island,Tricolored Heron,10
2010,Lakeport Marina,Off-Lake Island,Cattle Egret,500
2010,Moonshine Bay,Marsh Island,Great Egret,40
2010,Moonshine Bay,Marsh Island,Great Blue Heron,15
2010,Moonshine Bay,Marsh Island,Anhinga,30
2010,Moonshine 2,Marsh Island,Great Egret,6
2010,Moonshine 2,Marsh Island,Great Blue Heron,6
2010,Moonshine 2,Marsh Island,Anhinga,10
2010,Moonshine 3,Marsh Island,Great Egret,8
2010,Moonshine 3,Marsh Island,Great Blue Heron,2
2010,Moonshine 3,Marsh Island,Anhinga,20
2010,Moore Haven,Marsh Island,Great Egret,500
2010,Moore Haven,Marsh Island,Great Blue Heron,10
2010,Moore Haven,Marsh Island,White Ibis,2000
2010,Moore Haven,Marsh Island,Snowy Egret,1500
2010,Moore Haven,Marsh Island,Little Blue Heron,200
2010,Moore Haven,Marsh Island,Tricolored Heron,300
2010,Moore Haven,Marsh Island,Glossy Ibis,150
2010,Moore Haven,Marsh Island,Cattle Egret,1000
2010,Moore Haven,Marsh Island,Anhinga,100
2010,Moore Haven East1,Marsh Island,Great Egret,9
2010,Moore Haven East1,Marsh Island,Great Blue Heron,2
2010,Rock Island 4,Spoil Island,Great Egret,41
2010,Rock Island 4,Spoil Island,Great Blue Heron,3
2010,Rock Island 4,Spoil Island,Snowy Egret,45
2009,Clewiston Channel,Spoil Island,Great Egret,50
2009,Clewiston Channel,Spoil Island,Snowy Egret,60
2009,Clewiston Channel,Spoil Island,Tricolored Heron,20
2009,Clewiston Channel,Spoil Island,Glossy Ibis,5
2009,Clewiston Marsh,Marsh Island,Great Egret,30
2009,Clewiston Marsh,Marsh Island,Snowy Egret,320
2009,Clewiston Marsh,Marsh Island,Tricolored Heron,20
2009,Clewiston Marsh,Marsh Island,Anhinga,2
2009,Clewiston Spit,Spoil Island,Great Egret,60
2009,Clewiston Spit,Spoil Island,Snowy Egret,80
2009,Clewiston Spit,Spoil Island,Little Blue Heron,1
2009,Clewiston Spit,Spoil Island,Tricolored Heron,80
2009,Clewiston Spit,Spoil Island,Glossy Ibis,10
2009,Cochran's Hole,Marsh Island,Great Egret,40
2009,Cochran's Hole,Marsh Island,White Ibis,500
2009,Cochran's Hole,Marsh Island,Glossy Ibis,500
2009,Eagle Bay East,Marsh Island,Great Egret,5
2009,Eagle Bay East,Marsh Island,Great Blue Heron,3
2009,Eagle Bay East,Marsh Island,White Ibis,1200
2009,Eagle Bay East,Marsh Island,Snowy Egret,800
2009,Eagle Bay East,Marsh Island,Little Blue Heron,10
2009,Eagle Bay East,Marsh Island,Tricolored Heron,80
2009,Eagle Bay East,Marsh Island,Glossy Ibis,300
2009,Eagle Bay South,Marsh Island,Great Egret,85
2009,Eagle Bay South,Marsh Island,Great Blue Heron,25
2009,Eagle Bay South,Marsh Island,Anhinga,20
2009,Eagle Bay Trail,Marsh Island,Great Egret,10
2009,Eagle Bay Trail,Marsh Island,Great Blue Heron,2
2009,Eagle Bay Trail,Marsh Island,White Ibis,20
2009,Eagle Bay Trail,Marsh Island,Snowy Egret,90
2009,Eagle Bay Trail,Marsh Island,Little Blue Heron,10
2009,Eagle Bay Trail,Marsh Island,Tricolored Heron,10
2009,Eagle Bay Trail,Marsh Island,Cattle Egret,50
2009,Eagle Bay Trail,Marsh Island,Anhinga,5
2009,Gator Farm,Off-Lake Island,Great Egret,130
2009,Gator Farm,Off-Lake Island,Snowy Egret,40
2009,Gator Farm,Off-Lake Island,Wood Stork,35
2009,Gator Farm,Off-Lake Island,Cattle Egret,200
2009,Indian Prairie,Marsh Island,Great Egret,50
2009,Indian Prairie,Marsh Island,White Ibis,150
2009,Indian Prairie,Marsh Island,Snowy Egret,400
2009,Indian Prairie,Marsh Island,Tricolored Heron,400
2009,Indian Prairie,Marsh Island,Roseate Spoonbill,3
2009,Indian Prairie,Marsh Island,Anhinga,30
2009,Lakeport Marina,Off-Lake Island,Great Egret,12
2009,Lakeport Marina,Off-Lake Island,Snowy Egret,70
2009,Lakeport Marina,Off-Lake Island,Tricolored Heron,10
2009,Lakeport Marina,Off-Lake Island,Cattle Egret,350
2009,Moonshine 2,Marsh Island,Great Egret,2
2009,Moonshine 2,Marsh Island,Great Blue Heron,4
2009,Moonshine 2,Marsh Island,Snowy Egret,18
2009,Moonshine 2,Marsh Island,Tricolored Heron,4
2009,Moonshine 2,Marsh Island,Anhinga,6
2009,Moonshine 3,Marsh Island,Great Egret,9
2009,Moonshine 3,Marsh Island,Snowy Egret,320
2009,Moonshine 3,Marsh Island,Tricolored Heron,40
2009,Moonshine 3,Marsh Island,Glossy Ibis,500
2009,Moonshine 3,Marsh Island,Anhinga,8
2009,Moonshine Bay,Marsh Island,Great Egret,25
2009,Moonshine Bay,Marsh Island,Great Blue Heron,4
2009,Moonshine Bay,Marsh Island,White Ibis,1300
2009,Moonshine Bay,Marsh Island,Snowy Egret,1200
2009,Moonshine Bay,Marsh Island,Tricolored Heron,700
2009,Moonshine Bay,Marsh Island,Glossy Ibis,1000
2009,Moore Haven,Marsh Island,Great Egret,53
2009,Moore Haven,Marsh Island,Great Blue Heron,8
2009,Moore Haven,Marsh Island,Great Egret,30
2009,Moore Haven,Marsh Island,Great Blue Heron,4
2009,Moore Haven NW,Marsh Island,Great Egret,50
2009,Moore Haven NW,Marsh Island,Great Blue Heron,8
2009,Rock Island 4,Spoil Island,Great Egret,12
2009,Rock Island 4,Spoil Island,Great Blue Heron,3
2009,Rock Island 4,Spoil Island,Snowy Egret,38
2009,Rock Island 4,Spoil Island,Tricolored Heron,2
2009,Rock Island 4,Spoil Island,Anhinga,5
2008,Eagle Bay Island,Marsh Island,Tricolored Heron,3
2008,Eagle Bay Island,Marsh Island,Little Blue Heron,5
2008,Eagle Bay Island,Marsh Island,Cattle Egret,3500
2008,Lakeport Marina,Off-Lake Island,Great Egret,1
2008,Lakeport Marina,Off-Lake Island,Cattle Egret,2000
2008,Gator Farm,Off-Lake Island,Great Egret,20
2008,Gator Farm,Off-Lake Island,Wood Stork,8
2008,Gator Farm,Off-Lake Island,Cattle Egret,500
